���Xf7)oTaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
一刻を争う,ザケンの斥候兵を倒す,テオドール,ザケンの斥候兵が入口を守っている。倒して中に入ろう。,,
遺物に関する手がかりⅠ,宝の守護者を倒す,テオドール,これは…クルマの塔で感じたのと同じ気配…ふむ…やつらを倒して手がかりを探そう。何か見つかればいいんだが…,テオドール,こいつらじゃ…ない？だとすると狙撃手か？
遺物に関する手がかりⅡ,グリーンクリスタルを獲得する,テオドール,ザケンの狙撃手を倒してくれ！奴らが巨人の気を宿したなら、間違いなく緑色のクリスタルが体から出てくるはずだ！,フレデリック,エイデン！どこに行ってたんだ！？しかもここで何を…おい、大丈夫なのか？
キラキラ光る,宝の山を調べる,エイデン,き、金貨だ！金貨！見てください！これで、俺たちは大金持ち…！ヘヘヘ…,テオドール,こ、ここはどこだ？
キラキラ光る,宝の山を調べる,アイメル,ま、待って！触らないで、<YellowBold>[player]</>！,,
キラキラ光る,宝の山を調べる,テオドール,ううっ…こ、これは？,,
キラキラ光る,宝の山を調べる,フレデリック,か、体が…言うことを聞かない…！！,,
キラキラ光る,宝の山を調べる,,,,
罠,押し寄せる海賊に耐える,テオドール,今のこの状態、この気配…確信はできないが、我々は罠にかかって、一種の霊的な空間に入ってしまったようだ。多分肉体はさっきの場所にある。,フレデリック,さっきあいつらの話を聞いたか？エイデンと私の部下が捕まっている！
罠,押し寄せる海賊に耐える,フレデリック,"シッ…何か音が聞こえないか？
これはまるで…骨がカタカタと鳴る音…",,
罠,押し寄せる海賊に耐える,テオドール,あれは海賊スケルトンだ！ここは霊的な空間。ここで死ねば現実に置いて来た肉体には永遠に戻れない！気を付けるんだ！,,
エイデン,エイデンと兵士の行方を捜す,フレデリック,早く…彼に何か起きる前に探し出そう！一刻も早く！この付近を捜索するんだ！,フレデリック,そんな…エイデンが…エイデンが消えた…さっきまで目の前にいたのに…消えてしまった…！
エイデン,エイデンと兵士の行方を捜す,,,,
エイデン,魂の収穫者を倒す,,,,
エイデン,フレデリックと話す,,,,
脱出,収穫者のマントで脱出する,テオドール,フレデリック殿…悲しみは理解できるが、ここが魂の世界だということを忘れないでくれ。ここから抜け出すのが先だ。<p>あそこにいる魂の収穫者は、どちらの世界も自由に行き来できる。その方法を、今日突き止めた。<p>奴のマントの周りの空間が歪んでいるだろう？2つの空間を行き来できるのは、あのマントがあるからだ。あれで元の世界に戻れる！,アイメル,目が覚めたか！ どれだけ心配したことか！
脱出,収穫者のマントで脱出する,,,,
個別捜索,奥でテオドールと接触する,フレデリック,エイデンはどうだ？アスタッドもいない。アスタッドはどこにいるんだ？,テオドール,すごい財宝だ。だがこれもさっきと同じ罠に違いない。
個別捜索,奥でテオドールと接触する,アイメル,アスタッドは…隊長が倒れるのを見て顔から血の気が引いてしまって…どこかへ一人で走り去っていったわ…,,
個別捜索,奥でテオドールと接触する,フレデリック,"そんな…アスタッドも探さなければ…エイデンは助けられなかった…
<p>すまないが…エイデンをこのままおいて行きたくない…
<p>埋葬してから向かうから君たちは捜索を続けてくれ。",,
個別捜索,奥でテオドールと接触する,アイメル,フレデリック隊長、ひとりでは無理よ。あたしが手伝うわ。,,
個別捜索,奥でテオドールと接触する,テオドール,"私は島の捜索を続ける。
<YellowBold>[player]</>、奥で会おう。",,
安全確保,ザケンの狙撃手を倒す,テオドール,続けよう。まずは周辺の安全を確保するために、狙撃手を倒そう。,テオドール,これで遠くから撃たれることはない。体を動かしたせいか、少し気分が軽くなったな。
捜索作戦開始,周囲を捜索するⅠ,テオドール,二手に分かれて周辺を捜索しよう。下のほうに壊れた難破船が見えるだろう。終わったらあそこで合流しよう。,テオドール,辺りは宝の罠だらけだ。
捜索作戦開始,周囲を捜索するⅡ,,,,
難破船の調査,テオドールと難破船を調べる,テオドール,この付近に難破船が多すぎるのが逆に怪しい。一緒に調べてみよう。,テオドール,ザケンは巨大な海賊団を率いていた。この難破船は、彼らの船なのかもしれない。
待ち伏せ,ザケンの暗殺部隊を阻止する,テオドール,この海賊たちに何があったのか調べるのも、我々の任務に役立つだろう。<p>待て…ところで今、人の気配を感じなかったか？,テオドール,ここに入って来てから誰かに見られているような感じはあったが…監視されているのかもしれない。
航海士の日誌Ⅰ,周辺の難破船を調べる,テオドール,上の方にも難破船が見えるな。何かわかるかもしれない。捜索してみよう。,テオドール,これは、海賊たちの航海日誌か？
航海士の日誌Ⅰ,怪しい箱を調べる,,,,
航海士の日誌Ⅰ,発見した本をテオドールに届ける,,,,
航海士の日誌Ⅰ,箱から出てきたモンスターを倒す,,,,
航海士の日誌Ⅰ,押し寄せる群れを確認する,,,,
航海士の日誌Ⅰ,鋭い刃のキリオンを倒す,,,,
再び合流地点へ,憎悪の亡者を倒して向かう,テオドール,"航海日誌の内容を見よう…
<p><GreenBold>物凄い量の金銀財宝を手に入れた。しかしザケンは信用できない。奴は貴重な宝を独り占めしようとしている。</>
<p>貴重な宝、か。何を指しているのだろう。この日誌の文脈からすると単なる財宝ではないようだ。
<p>そこ以外は損傷が激しくて読めない。そろそろフレデリックやアイメルと合流しよう。帰りも敵の攻撃には気を付けるように。",テオドール,誰もいないな。どこへ行ったんだ？
いつからいなかった？,消えた一行を見つける,テオドール,そう遠くには行ってないはずだ。我々がいた海岸の方じゃなく、洞窟の奥のほうに入ってみよう。,フレデリック,明らかにアスタッドらしき人物が走っていったのを見て追いかけたんだが…あるのはこの遺体だけだった。
